,Rank,Release,Domestic Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor,Year,id,budget,Worldwide Gross,Release_Date,Profit
1354,5,Ransom,265070700.35731035,2768.0,34216088.0,0.251,2676.0,Nov 8,-,Walt Disney Studios Motion Pictures,1996,3595.0,155361121.73358828,601039126.106195,1996-11-08,445678004.3726067
1355,6,101 Dalmatians,264481518.54931805,2901.0,33504025.0,0.24600000000000002,2794.0,Nov 27,-,Walt Disney Studios Motion Pictures,1996,11674.0,104868757.17017208,622783105.547406,1996-11-27,517914348.37723386
1356,7,The Rock,260364870.24042064,2426.0,25069525.0,0.187,2392.0,Jun 7,Dec 5,Walt Disney Studios Motion Pictures,1996,9802.0,145651051.625239,650696308.1194519,1996-06-07,505045256.49421287
1357,8,The Nutty Professor,250158631.0856469,2239.0,25411725.0,0.19699999999999998,2115.0,Jun 28,-,Universal Pictures,1996,9327.0,104868757.17017208,250071873.55124283,1996-06-28,145203116.38107073
1358,9,The Birdcage,240927333.462116,2285.0,18275828.0,0.147,1950.0,Mar 8,-,Metro-Goldwyn-Mayer (MGM),1996,11000.0,60202434.671765454,359855198.2154238,1996-03-08,299652763.5436584
1359,10,A Time to Kill,211225110.67504144,2313.0,14823159.0,0.136,2123.0,Jul 24,-,Warner Bros.,1996,1645.0,77680560.86679414,295702720.6176801,1996-07-24,218022159.75088593
1360,11,The First Wives Club,204861511.36077756,2406.0,18913411.0,0.179,1922.0,Sep 20,-,Paramount Pictures,1996,2925.0,50492364.56341619,226050432.12237093,1996-09-20,175558067.55895475
1361,12,Phenomenon,203205321.02080306,2139.0,16158901.0,0.154,1637.0,Jul 5,-,Walt Disney Studios Motion Pictures,1996,9294.0,62144448.693435304,295186131.2938177,1996-07-05,233041682.6003824
1362,13,Scream,200118064.43228808,1994.0,6354586.0,0.062,1413.0,Dec 20,-,Dimension Films,1996,4232.0,27188196.303377945,336162627.15105164,1996-12-20,308974430.8476737
1363,14,Eraser,196717401.73692796,2556.0,24566446.0,0.243,2410.0,Jun 21,-,Warner Bros.,1996,9268.0,194201402.16698533,470541378.7923773,1996-06-21,276339976.62539196
1364,15,The Hunchback of Notre Dame,194471052.75590822,2835.0,21037414.0,0.21,2778.0,Jun 21,-,Walt Disney Studios Motion Pictures,1996,10545.0,194201402.16698533,631737161.2492033,1996-06-21,437535759.082218
1365,16,Michael,185109286.74637347,2325.0,17435711.0,0.183,2141.0,Dec 25,-,New Line Cinema,1996,2928.0,38840280.43339707,232459078.39388144,1996-12-25,193618797.9604844
1366,17,Star Trek: First Contact,178719448.88066283,2812.0,30716131.0,0.33399999999999996,2812.0,Nov 22,-,Paramount Pictures,1996,199.0,89332644.99681325,291302103.250478,1996-11-22,201969458.2536648
1367,18,Space Jam,175593687.9801402,2650.0,27528529.0,0.304,2650.0,Nov 15,-,Warner Bros.,1996,2300.0,155361121.73358828,485891908.2217973,1996-11-15,330530786.488209
1368,19,The English Patient,152790720.52485657,1409.0,278439.0,0.004,10.0,Nov 15,-,Miramax,1996,409.0,52434378.58508604,450501470.04684514,1996-11-15,398067091.4617591
1369,20,Broken Arrow,137436617.7896367,2392.0,15583510.0,0.22,2388.0,Feb 9,-,Twentieth Century Fox,1996,9208.0,97100701.08349267,291884707.456979,1996-02-09,194784006.3734863
1370,21,Beavis and Butt-Head Do America,122576790.63717017,2417.0,20114233.0,0.319,2190.0,Dec 20,-,Paramount Pictures,1996,3179.0,23304168.26003824,122576790.63717017,1996-12-20,99272622.37713192
1371,22,Jingle All the Way,117671269.04447418,2404.0,12112267.0,0.2,2401.0,Nov 22,-,Twentieth Century Fox,1996,9279.0,116520841.3001912,252073420.01274696,1996-11-22,135552578.71255577
1372,23,The Cable Guy,116987497.55952837,2657.0,19806226.0,0.32899999999999996,2657.0,Jun 14,-,Sony Pictures Releasing,1996,9894.0,91274659.0184831,199689137.6213639,1996-06-14,108414478.6028808
1373,24,Courage Under Fire,114639140.40799235,2001.0,12501586.0,0.212,1986.0,Jul 12,-,Twentieth Century Fox,1996,10684.0,89332644.99681325,195949214.7864882,1996-07-12,106616569.78967495
1374,25,Jack,113842751.52992989,2232.0,11191496.0,0.191,1710.0,Aug 9,-,Walt Disney Studios Motion Pictures,1996,7095.0,87390630.9751434,113802021.6698534,1996-08-09,26411390.69471
1375,26,Executive Decision,109858210.66687061,2289.0,12069780.0,0.213,2232.0,Mar 15,-,Warner Bros.,1996,2320.0,106810771.19184193,236865927.684079,1996-03-15,130055156.49223706
1376,27,Primal Fear,108978414.22859146,1983.0,9871222.0,0.17600000000000002,1983.0,Apr 5,-,Paramount Pictures,1996,1592.0,58260420.6500956,199250638.62332696,1996-04-05,140990217.97323138
1377,28,Tin Cup,104586365.02725302,2102.0,10128834.0,0.188,2012.0,Aug 16,-,Warner Bros.,1996,10478.0,87390630.9751434,104586365.02725302,1996-08-16,17195734.052109614
1378,29,Sleepers,103539031.0393244,2080.0,12305745.0,0.231,1915.0,Oct 18,-,Warner Bros.,1996,819.0,85448616.95347355,321597521.9885277,1996-10-18,236148905.03505415
1379,30,DragonHeart,99756162.50637348,2193.0,15027150.0,0.293,2130.0,May 31,-,Universal Pictures,1996,8840.0,110694799.23518164,223850858.49107713,1996-05-31,113156059.25589548
1380,31,Up Close & Personal,99214981.45895474,1639.0,11101955.0,0.217,1506.0,Mar 1,-,Walt Disney Studios Motion Pictures,1996,9302.0,116520841.3001912,195538599.22577435,1996-03-01,79017757.92558315
1381,32,Evita,97192323.36302102,1045.0,195085.0,0.004,2.0,Dec 25,May 8,Walt Disney Studios Motion Pictures,1996,8818.0,106810771.19184193,273915599.3349777,1996-12-25,167104828.14313576
1382,33,The Preacher's Wife,93416302.37151052,2008.0,7649752.0,0.159,1783.0,Dec 13,-,Walt Disney Studios Motion Pictures,1996,21539.0,77680560.86679414,93410874.44231994,1996-12-13,15730313.575525805
1383,34,Romeo + Juliet,90014961.91325685,1963.0,11133231.0,0.24,1276.0,Nov 1,-,Twentieth Century Fox,1996,454.0,28159203.314212874,286056259.2365965,1996-11-01,257897055.92238367
1385,36,The Mirror Has Two Faces,79785439.9523773,2489.0,12210868.0,0.297,2489.0,Nov 15,-,Sony Pictures Releasing,1996,25189.0,81564588.91013384,79785439.9523773,1996-11-15,-1779148.9577565342
1386,37,Happy Gilmore,75396944.63669853,2069.0,8514125.0,0.21899999999999997,2022.0,Feb 16,-,Universal Pictures,1996,9614.0,23304168.26003824,80020880.02229445,1996-02-16,56716711.762256205
1387,38,The Ghost and the Darkness,74999426.01854683,2202.0,9215063.0,0.239,2142.0,Oct 11,-,Paramount Pictures,1996,10586.0,97100701.08349267,74999426.01854683,1996-10-11,-22101275.064945832
1388,39,Mars Attacks!,73351844.6267304,1955.0,9384272.0,0.248,1955.0,Dec 13,-,Warner Bros.,1996,75.0,135940981.51688972,196863936.40493307,1996-12-13,60922954.888043344
1389,40,Set It Off,70808043.18405353,1016.0,8812105.0,0.242,1014.0,Nov 8,-,New Line Cinema,1996,9400.0,17478126.19502868,80770083.7856724,1996-11-08,63291957.59064372
1390,41,Shine,69703408.13040152,1050.0,162179.0,0.005,7.0,Nov 22,-,Fine Line Features,1996,7863.0,10681077.119184194,69703408.13040152,1996-11-22,59022331.011217326
1392,43,A Thin Line Between Love and Hate,67519625.0151179,1131.0,9310414.0,0.268,1131.0,Apr 5,-,New Line Cinema,1996,28121.0,15536112.173358826,67477430.87646909,1996-04-05,51941318.70311026
1393,44,Muppet Treasure Island,66664274.64934353,2089.0,7906689.0,0.23,2070.0,Feb 16,-,Walt Disney Studios Motion Pictures,1996,10874.0,60202434.671765454,66611080.94327597,1996-02-16,6408646.271510519
1394,45,Matilda,64978655.028884634,2006.0,8208609.0,0.245,1975.0,Aug 2,-,Sony Pictures Releasing,1996,10830.0,69912504.78011473,65057469.725940086,1996-08-02,-4855035.054174639
1395,46,The Long Kiss Goodnight,64955731.49537285,2404.0,9065363.0,0.271,2245.0,Oct 11,-,New Line Cinema,1996,11412.0,126230911.40854047,173810254.93945187,1996-10-11,47579343.5309114
1396,47,Striptease,64299585.15988528,1979.0,12322069.0,0.37200000000000005,1970.0,Jun 28,-,Sony Pictures Releasing,1996,9879.0,97100701.08349267,220049109.6978075,1996-06-28,122948408.61431482
1397,48,Daylight,64132039.84217974,2189.0,10015875.0,0.303,2175.0,Dec 6,-,Universal Pictures,1996,11228.0,155361121.73358828,309192847.2226769,1996-12-06,153831725.4890886
1400,1,Toy Story,383469132.46434385,2574.0,29140617.0,0.152,2457.0,Nov 22,Sep 5,Walt Disney Studios Motion Pictures,1995,862.0,59980708.66141732,788619531.6756692,1995-11-22,728638823.0142518
1401,2,Batman Forever,367943883.783622,2893.0,52784433.0,0.287,2842.0,Jun 16,Nov 9,Warner Bros.,1995,414.0,199935695.53805774,672841884.7446718,1995-06-16,472906189.2066141
1402,3,Apollo 13,344031974.4686614,2347.0,25353380.0,0.147,2197.0,Jun 30,-,Universal Pictures,1995,568.0,103966561.67979002,710247432.1585696,1995-06-30,606280870.4787796
1403,4,Pocahontas,283068503.88875324,2757.0,2689714.0,0.019,6.0,Jun 16,-,Walt Disney Studios Motion Pictures,1995,10530.0,109964632.54593176,691977442.2572178,1995-06-16,582012809.7112861
1404,5,Ace Ventura: When Nature Calls,216701369.2661811,2705.0,37804076.0,0.349,2652.0,Nov 10,-,Warner Bros.,1995,9273.0,59980708.66141732,424634492.62576115,1995-11-10,364653783.96434385
1405,6,GoldenEye,212791442.7990945,2667.0,26205007.0,0.24600000000000002,2667.0,Nov 17,-,Metro-Goldwyn-Mayer (MGM),1995,710.0,115962703.4120735,704173519.6850394,1995-11-17,588210816.2729659
1406,7,Jumanji,200885887.9317454,2530.0,11084370.0,0.11,2487.0,Dec 15,-,Sony Pictures Releasing,1995,8844.0,129958202.09973752,525474873.76561683,1995-12-15,395516671.6658793
1407,8,Casper,200814510.8884383,2757.0,16840385.0,0.168,2714.0,May 26,-,Universal Pictures,1995,8839.0,99967847.76902887,575671237.3240682,1995-05-26,475703389.5550393
1408,9,Se7en,200186900.74400264,2528.0,13949807.0,0.139,2441.0,Sep 22,-,New Line Cinema,1995,807.0,65978779.52755905,654413241.8701968,1995-09-22,588434462.3426378
1409,10,Die Hard with a Vengeance,199960685.50064304,2579.0,22162245.0,0.222,2525.0,May 19,-,Twentieth Century Fox,1995,1572.0,179942125.98425198,731967912.293517,1995-05-19,552025786.309265
1410,11,Crimson Tide,182715623.95597112,2514.0,18612190.0,0.204,2382.0,May 12,-,Walt Disney Studios Motion Pictures,1995,8963.0,105965918.6351706,314673183.0110892,1995-05-12,208707264.37591863
1411,12,Waterworld,176435693.7430446,2420.0,21171780.0,0.24,2268.0,Jul 28,-,Universal Pictures,1995,9804.0,349887467.19160104,528266535.8952756,1995-07-28,178379068.70367455
1412,13,Dangerous Minds,169784195.03610235,1783.0,14931503.0,0.17600000000000002,1348.0,Aug 11,-,Walt Disney Studios Motion Pictures,1995,9909.0,45985209.97375328,358923363.01510495,1995-08-11,312938153.0413517
1413,14,Mr. Holland's Opus,165086845.82442257,1659.0,14466.0,0.001,1.0,Dec 29,-,Walt Disney Studios Motion Pictures,1995,2054.0,61980065.616797894,212531644.35695538,1995-12-29,150551578.74015749
1414,15,While You Were Sleeping,162061908.72199473,2086.0,9288915.0,0.115,1421.0,Apr 21,-,Walt Disney Studios Motion Pictures,1995,2064.0,33989068.241469815,364082901.5748031,1995-04-21,330093833.3333333
1415,16,Congo,161992101.17389762,2676.0,24642539.0,0.304,2649.0,Jun 9,-,Paramount Pictures,1995,10329.0,99967847.76902887,303946445.0059186,1995-06-09,203978597.23688975
1417,18,Braveheart,151171269.4316929,2037.0,9938276.0,0.131,2035.0,May 24,Jun 13,Paramount Pictures,1995,197.0,143953700.78740156,426262902.8871391,1995-05-24,282309202.0997375
1418,19,Get Shorty,144156879.43992126,2103.0,12700007.0,0.17600000000000002,1612.0,Oct 20,-,Metro-Goldwyn-Mayer (MGM),1995,8012.0,60480547.90026247,230129228.52128607,1995-10-20,169648680.6210236
1419,20,Grumpier Old Men,142991016.41145667,2037.0,7797185.0,0.109,1995.0,Dec 22,-,Warner Bros.,1995,15602.0,49983923.884514436,142954022.30971128,1995-12-22,92970098.42519684
1420,21,The Bridges of Madison County,142987245.62423882,1986.0,10519257.0,0.147,1805.0,Jun 2,-,Warner Bros.,1995,688.0,47984566.929133855,363882965.87926507,1995-06-02,315898398.95013124
1421,22,Mortal Kombat,140862890.87136483,2630.0,23283887.0,0.33,2421.0,Aug 18,-,New Line Cinema,1995,9312.0,35988425.19685039,244313262.57112858,1995-08-18,208324837.3742782
1422,23,Nine Months,139324253.73664042,1795.0,12522240.0,0.18,1458.0,Jul 14,-,Twentieth Century Fox,1995,11472.0,69977493.4383202,276910938.32021,1995-07-14,206933444.88188976
1423,24,Outbreak,135275611.88398948,2230.0,13420387.0,0.198,2215.0,Mar 10,-,Warner Bros.,1995,6950.0,99967847.76902887,379677885.8267716,1995-03-10,279710038.0577427
1424,25,Heat,134830271.1170341,1704.0,8445656.0,0.125,1325.0,Dec 15,-,Warner Bros.,1995,949.0,119961417.32283464,374679493.4383202,1995-12-15,254718076.11548558
1425,26,Waiting to Exhale,134061194.47186352,1402.0,14126927.0,0.21100000000000002,1253.0,Dec 22,-,Twentieth Century Fox,1995,31357.0,31989711.286089238,162851934.62934384,1995-12-22,130862223.3432546
1426,27,Bad Boys,131571731.14729658,2132.0,15523358.0,0.23600000000000002,2132.0,Apr 7,-,Sony Pictures Releasing,1995,9737.0,37987782.15223097,282709073.4908136,1995-04-07,244721291.33858263
1427,28,Babe,127276884.48044619,1790.0,8742545.0,0.13699999999999998,1591.0,Aug 4,Apr 18,Universal Pictures,1995,9598.0,59980708.66141732,508036602.36220473,1995-08-04,448055893.7007874
1428,29,The American President,120120358.20335959,1508.0,10014558.0,0.16699999999999998,1508.0,Nov 17,-,Sony Pictures Releasing,1995,9087.0,123960131.23359579,215689620.67055118,1995-11-17,91729489.43695539
1429,30,Species,120109575.6712992,2310.0,17161943.0,0.28600000000000003,2310.0,Jul 7,-,Metro-Goldwyn-Mayer (MGM),1995,9348.0,69977493.4383202,226727078.74015749,1995-07-07,156749585.30183727
1430,31,12 Monkeys,114246173.49224408,1629.0,184776.0,0.003,3.0,Dec 29,-,Universal Pictures,1995,63.0,57981351.70603675,337574345.4082546,1995-12-29,279592993.7022179
1431,32,Clueless,113226727.37233594,1922.0,10612443.0,0.187,1653.0,Jul 21,-,Paramount Pictures,1995,9603.0,23992283.464566927,113226727.37233594,1995-07-21,89234443.90776901
1432,33,Sabrina,107309646.45774278,1976.0,5563259.0,0.10400000000000001,1821.0,Dec 15,-,Paramount Pictures,1995,11860.0,115962703.4120735,107309646.45774278,1995-12-15,-8653056.954330713
1433,34,Something to Talk About,101698469.1566798,1787.0,11115697.0,0.21899999999999997,1510.0,Aug 4,-,Warner Bros.,1995,18402.0,59980708.66141732,154550292.65091863,1995-08-04,94569583.98950131
1434,35,The Net,101423309.6550525,2027.0,10037745.0,0.198,1906.0,Jul 28,-,Sony Pictures Releasing,1995,1642.0,43985853.0183727,221184791.28234908,1995-07-28,177198938.2639764
1435,36,Under Siege 2: Dark Territory,100015998.28258531,2150.0,12624402.0,0.252,2150.0,Jul 14,-,Warner Bros.,1995,3512.0,119961417.32283464,208581080.95975065,1995-07-14,88619663.63691601
1436,37,A Walk in the Clouds,99984128.53271653,1755.0,9526010.0,0.19,1534.0,Aug 11,-,Twentieth Century Fox,1995,9560.0,39987139.107611544,99992853.72646981,1995-08-11,60005714.61885827
1437,38,The Brady Bunch Movie,93122321.4663517,1941.0,14827066.0,0.318,1822.0,Feb 17,-,Paramount Pictures,1995,9066.0,23992283.464566927,93170034.1207349,1995-02-17,69177750.65616797
1438,39,Sense and Sensibility,86337783.54824147,1054.0,721341.0,0.017,70.0,Dec 15,-,Sony Pictures Releasing,1995,4584.0,31989711.286089238,269079009.2700262,1995-12-15,237089297.98393697
1439,40,Casino,84997412.64599738,1631.0,9946480.0,0.23399999999999999,1616.0,Nov 22,-,Universal Pictures,1995,524.0,99967847.76902887,232150084.56200787,1995-11-22,132182236.792979
1441,42,Dead Man Walking,78701957.42631234,821.0,118266.0,0.003,4.0,Dec 29,-,Gramercy Pictures (I),1995,687.0,21992926.50918635,78701957.42631234,1995-12-29,56709030.91712599
1443,44,Higher Learning,76556823.35660104,1450.0,13276662.0,0.34700000000000003,1409.0,Jan 13,-,Sony Pictures Releasing,1995,16295.0,39987139.107611544,76575371.39107612,1995-01-13,36588232.28346457
1444,45,Mighty Morphin Power Rangers,76350305.77796587,2409.0,13104788.0,0.34299999999999997,2409.0,Jun 30,-,Twentieth Century Fox,1995,9070.0,29990354.33070866,132757301.83727033,1995-06-30,102766947.50656167
1445,46,First Knight,75176691.2425853,2161.0,10856442.0,0.289,2161.0,Jul 7,-,Sony Pictures Releasing,1995,6520.0,109964632.54593176,255118817.22683728,1995-07-07,145154184.68090552
1448,49,The Indian in the Cupboard,71289333.51681101,1723.0,7716278.0,0.21600000000000003,1723.0,Jul 14,-,Paramount Pictures,1995,11359.0,89971062.99212599,71377043.30708662,1995-07-14,-18594019.68503937
1449,50,Money Train,70839442.21342519,2522.0,10608297.0,0.299,2522.0,Nov 22,-,Sony Pictures Releasing,1995,11517.0,135956272.96587926,154398805.37312335,1995-11-22,18442532.407244086
1450,1,Forrest Gump,677858118.9898652,2365.0,24450602.0,0.07400000000000001,1595.0,Jul 6,-,Paramount Pictures,1994,13.0,113081039.1363023,1392721942.2444804,1994-07-06,1279640903.1081781
1451,2,The Lion King,643236944.3172876,2624.0,1586753.0,0.005,2.0,Jun 15,-,Walt Disney Studios Motion Pictures,1994,8587.0,92520850.20242916,1569679057.6776114,1994-06-15,1477158207.4751823
1452,3,True Lies,300759400.7862484,2561.0,25869770.0,0.177,2368.0,Jul 15,-,Twentieth Century Fox,1994,36955.0,236442172.73954117,779025558.7044535,1994-07-15,542583385.9649123
1453,4,The Santa Clause,297780118.38470984,2388.0,19321992.0,0.133,2183.0,Nov 11,-,Walt Disney Studios Motion Pictures,1994,11395.0,45232415.65452092,390300968.587139,1994-11-11,345068552.9326181
1454,5,The Flintstones,268374629.8246694,2594.0,29688730.0,0.22699999999999998,2498.0,May 27,-,Universal Pictures,1994,888.0,94576869.09581648,702400218.2187315,1994-05-27,607823349.122915
1455,6,Dumb and Dumber,261474971.71759784,2565.0,16363442.0,0.129,2447.0,Dec 16,-,New Line Cinema,1994,8467.0,32896302.294197034,508402840.8134144,1994-12-16,475506538.5192174
1456,7,Clear and Present Danger,251220254.69186237,2433.0,20348017.0,0.16699999999999998,2378.0,Aug 5,-,Paramount Pictures,1994,9331.0,127473171.3900135,443894479.0823212,1994-08-05,316421307.6923077
1457,8,Speed,249288476.90816468,2169.0,14456194.0,0.11900000000000001,2138.0,Jun 10,-,Twentieth Century Fox,1994,1637.0,61680566.80161944,720528007.2725371,1994-06-10,658847440.4709177
1458,9,The Mask,246596294.92887992,2516.0,23117068.0,0.193,2360.0,Jul 29,-,New Line Cinema,1994,854.0,47288434.54790824,722862127.3934819,1994-07-29,675573692.8455737
1459,10,Pulp Fiction,221903573.81190285,1494.0,9311882.0,0.086,1338.0,Oct 14,-,Miramax,1994,680.0,17476160.593792174,439782441.2955466,1994-10-14,422306280.7017544
1460,11,Interview with the Vampire: The Vampire Chronicles,216426022.85300946,2604.0,36389705.0,0.34600000000000003,2604.0,Nov 11,-,Warner Bros.,1994,628.0,123361133.60323888,459858659.8300675,1994-11-11,336497526.22682863
1461,12,Maverick,208955815.39098516,2537.0,17248545.0,0.17,2537.0,May 20,-,Warner Bros.,1994,9359.0,154201417.0040486,376251457.4898786,1994-05-20,222050040.48583
1462,13,The Client,189390614.184359,2365.0,17174262.0,0.18600000000000003,2052.0,Jul 22,-,Warner Bros.,1994,10731.0,92520850.20242916,241819095.96573552,1994-07-22,149298245.76330638
1463,14,Disclosure,170680591.42022943,2168.0,10068126.0,0.121,1675.0,Dec 9,-,Warner Bros.,1994,8984.0,113081039.1363023,440019066.45396763,1994-12-09,326938027.31766534
1464,15,Star Trek: Generations,155581262.68387315,2681.0,23116394.0,0.305,2659.0,Nov 18,-,Paramount Pictures,1994,193.0,78128717.94871795,246722267.20647776,1994-11-18,168593549.2577598
1465,16,Ace Ventura: Pet Detective,148480330.6072335,1963.0,12115105.0,0.168,1750.0,Feb 4,-,Warner Bros.,1994,3049.0,30840283.40080972,220440991.8757895,1994-02-04,189600708.47497976
1466,17,Stargate,147143642.82000002,2033.0,16651018.0,0.233,2033.0,Oct 28,-,Metro-Goldwyn-Mayer (MGM),1994,2164.0,113081039.1363023,404146004.4934143,1994-10-28,291064965.357112
1467,18,Legends of the Fall,137010802.48222673,2038.0,101670.0,0.002,6.0,Dec 23,-,Sony Pictures Releasing,1994,4476.0,61680566.80161944,330276578.4606343,1994-12-23,268596011.6590148
1468,19,Wolf,133646567.55124159,2117.0,17911366.0,0.276,2117.0,Jun 17,-,Columbia Pictures,1994,10395.0,143921322.53711203,269343814.51480436,1994-06-17,125422491.97769234
